mt5_date,bar_count,expected_full_day_bars,session_status,is_first_copied_day,is_last_copied_day,first_bar_mt5,last_bar_mt5,first_hhmm_mt5,last_hhmm_mt5,internal_gap_count,max_gap_seconds,first_gap_from_mt5,first_gap_to_mt5,duplicate_count,spread_min_points,spread_max_points,spread_avg_points,spread_zero_count,tick_volume_sum,real_volume_sum,zero_tick_volume_count,zero_real_volume_count
2022.03.15,276,276,normal_full_day_candidate,0,0,2022.03.15 01:00:00,2022.03.15 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,620569,0,0,276
2022.03.16,276,276,normal_full_day_candidate,0,0,2022.03.16 01:00:00,2022.03.16 23:55:00,01:00,23:55,0,0,,,0,100,150,149.64,0,725057,0,0,276
2022.03.17,276,276,normal_full_day_candidate,0,0,2022.03.17 01:00:00,2022.03.17 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,596560,0,0,276
2022.03.18,275,276,early_close_candidate,0,0,2022.03.18 01:00:00,2022.03.18 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,521508,0,0,275
2022.03.21,276,276,normal_full_day_candidate,0,0,2022.03.21 01:00:00,2022.03.21 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,582059,0,0,276
2022.03.22,276,276,normal_full_day_candidate,0,0,2022.03.22 01:00:00,2022.03.22 23:55:00,01:00,23:55,0,0,,,0,125,150,149.91,0,480425,0,0,276
2022.03.23,276,276,normal_full_day_candidate,0,0,2022.03.23 01:00:00,2022.03.23 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,503604,0,0,276
2022.03.24,276,276,normal_full_day_candidate,0,0,2022.03.24 01:00:00,2022.03.24 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,502194,0,0,276
2022.03.25,275,276,early_close_candidate,0,0,2022.03.25 01:00:00,2022.03.25 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,495876,0,0,275
2022.03.28,276,276,normal_full_day_candidate,0,0,2022.03.28 01:00:00,2022.03.28 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,527517,0,0,276
2022.03.29,276,276,normal_full_day_candidate,0,0,2022.03.29 01:00:00,2022.03.29 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,524614,0,0,276
2022.03.30,276,276,normal_full_day_candidate,0,0,2022.03.30 01:00:00,2022.03.30 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,474233,0,0,276
2022.03.31,276,276,normal_full_day_candidate,0,0,2022.03.31 01:00:00,2022.03.31 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,488362,0,0,276
2022.04.01,275,276,early_close_candidate,0,0,2022.04.01 01:00:00,2022.04.01 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,510443,0,0,275
2022.04.04,276,276,normal_full_day_candidate,0,0,2022.04.04 01:00:00,2022.04.04 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,414102,0,0,276
2022.04.05,276,276,normal_full_day_candidate,0,0,2022.04.05 01:00:00,2022.04.05 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,478898,0,0,276
2022.04.06,276,276,normal_full_day_candidate,0,0,2022.04.06 01:00:00,2022.04.06 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,675403,0,0,276
2022.04.07,276,276,normal_full_day_candidate,0,0,2022.04.07 01:00:00,2022.04.07 23:55:00,01:00,23:55,0,0,,,0,125,150,149.91,0,616674,0,0,276
2022.04.08,275,276,early_close_candidate,0,0,2022.04.08 01:00:00,2022.04.08 23:50:00,01:00,23:50,0,0,,,0,130,150,149.93,0,545687,0,0,275
2022.04.11,276,276,normal_full_day_candidate,0,0,2022.04.11 01:00:00,2022.04.11 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,575202,0,0,276
2022.04.12,276,276,normal_full_day_candidate,0,0,2022.04.12 01:00:00,2022.04.12 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,643325,0,0,276
2022.04.13,276,276,normal_full_day_candidate,0,0,2022.04.13 01:00:00,2022.04.13 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,517230,0,0,276
2022.04.14,276,276,normal_full_day_candidate,0,0,2022.04.14 01:00:00,2022.04.14 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,522524,0,0,276
2022.04.18,276,276,normal_full_day_candidate,0,0,2022.04.18 01:00:00,2022.04.18 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,471991,0,0,276
2022.04.19,276,276,normal_full_day_candidate,0,0,2022.04.19 01:00:00,2022.04.19 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,518823,0,0,276
2022.04.20,276,276,normal_full_day_candidate,0,0,2022.04.20 01:00:00,2022.04.20 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,610390,0,0,276
2022.04.21,276,276,normal_full_day_candidate,0,0,2022.04.21 01:00:00,2022.04.21 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,650297,0,0,276
2022.04.22,275,276,early_close_candidate,0,0,2022.04.22 01:00:00,2022.04.22 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,713428,0,0,275
2022.04.25,276,276,normal_full_day_candidate,0,0,2022.04.25 01:00:00,2022.04.25 23:55:00,01:00,23:55,0,0,,,0,140,150,144.57,0,1010663,0,0,276
2022.04.26,276,276,normal_full_day_candidate,0,0,2022.04.26 01:00:00,2022.04.26 23:55:00,01:00,23:55,0,0,,,0,140,140,140.00,0,758997,0,0,276
2022.04.27,276,276,normal_full_day_candidate,0,0,2022.04.27 01:00:00,2022.04.27 23:55:00,01:00,23:55,0,0,,,0,140,140,140.00,0,1037791,0,0,276
2022.04.28,276,276,normal_full_day_candidate,0,0,2022.04.28 01:00:00,2022.04.28 23:55:00,01:00,23:55,0,0,,,0,140,140,140.00,0,787795,0,0,276
2022.04.29,275,276,early_close_candidate,0,0,2022.04.29 01:00:00,2022.04.29 23:50:00,01:00,23:50,0,0,,,0,140,140,140.00,0,823703,0,0,275
2022.05.02,276,276,normal_full_day_candidate,0,0,2022.05.02 01:00:00,2022.05.02 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,989960,0,0,276
2022.05.03,276,276,normal_full_day_candidate,0,0,2022.05.03 01:00:00,2022.05.03 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,826049,0,0,276
2022.05.04,276,276,normal_full_day_candidate,0,0,2022.05.04 01:00:00,2022.05.04 23:55:00,01:00,23:55,0,0,,,0,0,150,149.46,1,691351,0,0,276
2022.05.05,276,276,normal_full_day_candidate,0,0,2022.05.05 01:00:00,2022.05.05 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,871867,0,0,276
2022.05.06,275,276,early_close_candidate,0,0,2022.05.06 01:00:00,2022.05.06 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,1092492,0,0,275
2022.05.09,276,276,normal_full_day_candidate,0,0,2022.05.09 01:00:00,2022.05.09 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,890903,0,0,276
2022.05.10,276,276,normal_full_day_candidate,0,0,2022.05.10 01:00:00,2022.05.10 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,973276,0,0,276
2022.05.11,276,276,normal_full_day_candidate,0,0,2022.05.11 01:00:00,2022.05.11 23:55:00,01:00,23:55,0,0,,,0,0,150,149.31,1,935792,0,0,276
2022.05.12,276,276,normal_full_day_candidate,0,0,2022.05.12 01:00:00,2022.05.12 23:55:00,01:00,23:55,0,0,,,0,125,150,149.91,0,1068279,0,0,276
2022.05.13,275,276,early_close_candidate,0,0,2022.05.13 01:00:00,2022.05.13 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,671572,0,0,275
2022.05.16,276,276,normal_full_day_candidate,0,0,2022.05.16 01:00:00,2022.05.16 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,755996,0,0,276
2022.05.17,276,276,normal_full_day_candidate,0,0,2022.05.17 01:00:00,2022.05.17 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,601192,0,0,276
2022.05.18,276,276,normal_full_day_candidate,0,0,2022.05.18 01:00:00,2022.05.18 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,612275,0,0,276
2022.05.19,276,276,normal_full_day_candidate,0,0,2022.05.19 01:00:00,2022.05.19 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,883653,0,0,276
2022.05.20,275,276,early_close_candidate,0,0,2022.05.20 01:00:00,2022.05.20 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,764976,0,0,275
2022.05.23,276,276,normal_full_day_candidate,0,0,2022.05.23 01:00:00,2022.05.23 23:55:00,01:00,23:55,0,0,,,0,0,150,149.46,1,711913,0,0,276
2022.05.24,276,276,normal_full_day_candidate,0,0,2022.05.24 01:00:00,2022.05.24 23:55:00,01:00,23:55,0,0,,,0,0,150,148.91,2,740560,0,0,276
2022.05.25,276,276,normal_full_day_candidate,0,0,2022.05.25 01:00:00,2022.05.25 23:55:00,01:00,23:55,0,0,,,0,80,150,149.75,0,704766,0,0,276
2022.05.26,276,276,normal_full_day_candidate,0,0,2022.05.26 01:00:00,2022.05.26 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,554086,0,0,276
2022.05.27,275,276,early_close_candidate,0,0,2022.05.27 01:00:00,2022.05.27 23:50:00,01:00,23:50,0,0,,,0,110,150,149.85,0,470418,0,0,275
2022.05.30,228,276,early_close_candidate,0,0,2022.05.30 01:00:00,2022.05.30 19:55:00,01:00,19:55,0,0,,,0,150,150,150.00,0,174655,0,0,228
2022.05.31,276,276,normal_full_day_candidate,0,0,2022.05.31 01:00:00,2022.05.31 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,689214,0,0,276
2022.06.01,276,276,normal_full_day_candidate,0,0,2022.06.01 01:00:00,2022.06.01 23:55:00,01:00,23:55,0,0,,,0,125,150,149.86,0,634103,0,0,276
2022.06.02,276,276,normal_full_day_candidate,0,0,2022.06.02 01:00:00,2022.06.02 23:55:00,01:00,23:55,0,0,,,0,125,150,149.91,0,581006,0,0,276
2022.06.03,275,276,early_close_candidate,0,0,2022.06.03 01:00:00,2022.06.03 23:50:00,01:00,23:50,0,0,,,0,20,150,149.53,0,588162,0,0,275
2022.06.06,276,276,normal_full_day_candidate,0,0,2022.06.06 01:00:00,2022.06.06 23:55:00,01:00,23:55,0,0,,,0,150,460,151.52,0,557793,0,0,276
2022.06.07,276,276,normal_full_day_candidate,0,0,2022.06.07 01:00:00,2022.06.07 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,511715,0,0,276
2022.06.08,276,276,normal_full_day_candidate,0,0,2022.06.08 01:00:00,2022.06.08 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,508118,0,0,276
2022.06.09,276,276,normal_full_day_candidate,0,0,2022.06.09 01:00:00,2022.06.09 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,551035,0,0,276
2022.06.10,275,276,early_close_candidate,0,0,2022.06.10 01:00:00,2022.06.10 23:50:00,01:00,23:50,0,0,,,0,0,150,149.31,1,472388,0,0,275
2022.06.13,276,276,normal_full_day_candidate,0,0,2022.06.13 01:00:00,2022.06.13 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,757457,0,0,276
2022.06.14,276,276,normal_full_day_candidate,0,0,2022.06.14 01:00:00,2022.06.14 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,670088,0,0,276
2022.06.15,276,276,normal_full_day_candidate,0,0,2022.06.15 01:00:00,2022.06.15 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,724618,0,0,276
2022.06.16,276,276,normal_full_day_candidate,0,0,2022.06.16 01:00:00,2022.06.16 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,704350,0,0,276
2022.06.17,275,276,early_close_candidate,0,0,2022.06.17 01:00:00,2022.06.17 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,684137,0,0,275
2022.06.20,228,276,early_close_candidate,0,0,2022.06.20 01:00:00,2022.06.20 19:55:00,01:00,19:55,0,0,,,0,150,150,150.00,0,186325,0,0,228
2022.06.21,276,276,normal_full_day_candidate,0,0,2022.06.21 01:00:00,2022.06.21 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,432929,0,0,276
2022.06.22,276,276,normal_full_day_candidate,0,0,2022.06.22 01:00:00,2022.06.22 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,520030,0,0,276
2022.06.23,276,276,normal_full_day_candidate,0,0,2022.06.23 01:00:00,2022.06.23 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,604580,0,0,276
2022.06.24,275,276,early_close_candidate,0,0,2022.06.24 01:00:00,2022.06.24 23:50:00,01:00,23:50,0,0,,,0,0,150,149.27,1,427242,0,0,275
2022.06.27,276,276,normal_full_day_candidate,0,0,2022.06.27 01:00:00,2022.06.27 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,500966,0,0,276
2022.06.28,276,276,normal_full_day_candidate,0,0,2022.06.28 01:00:00,2022.06.28 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,534027,0,0,276
2022.06.29,276,276,normal_full_day_candidate,0,0,2022.06.29 01:00:00,2022.06.29 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,510296,0,0,276
2022.06.30,276,276,normal_full_day_candidate,0,0,2022.06.30 01:00:00,2022.06.30 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,576609,0,0,276
2022.07.01,275,276,early_close_candidate,0,0,2022.07.01 01:00:00,2022.07.01 23:50:00,01:00,23:50,0,0,,,0,0,150,149.30,1,583149,0,0,275
2022.07.04,228,276,early_close_candidate,0,0,2022.07.04 01:00:00,2022.07.04 19:55:00,01:00,19:55,0,0,,,0,150,150,150.00,0,133745,0,0,228
2022.07.05,276,276,normal_full_day_candidate,0,0,2022.07.05 01:00:00,2022.07.05 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,586143,0,0,276
2022.07.06,276,276,normal_full_day_candidate,0,0,2022.07.06 01:00:00,2022.07.06 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,577128,0,0,276
2022.07.07,276,276,normal_full_day_candidate,0,0,2022.07.07 01:00:00,2022.07.07 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,400992,0,0,276
2022.07.08,275,276,early_close_candidate,0,0,2022.07.08 01:00:00,2022.07.08 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,469392,0,0,275
2022.07.11,276,276,normal_full_day_candidate,0,0,2022.07.11 01:00:00,2022.07.11 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,435881,0,0,276
2022.07.12,276,276,normal_full_day_candidate,0,0,2022.07.12 01:00:00,2022.07.12 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,478808,0,0,276
2022.07.13,276,276,normal_full_day_candidate,0,0,2022.07.13 01:00:00,2022.07.13 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,596519,0,0,276
2022.07.14,276,276,normal_full_day_candidate,0,0,2022.07.14 01:00:00,2022.07.14 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,555782,0,0,276
2022.07.15,275,276,early_close_candidate,0,0,2022.07.15 01:00:00,2022.07.15 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,458654,0,0,275
2022.07.18,276,276,normal_full_day_candidate,0,0,2022.07.18 01:00:00,2022.07.18 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,429059,0,0,276
2022.07.19,276,276,normal_full_day_candidate,0,0,2022.07.19 01:00:00,2022.07.19 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,412327,0,0,276
2022.07.20,276,276,normal_full_day_candidate,0,0,2022.07.20 01:00:00,2022.07.20 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,476808,0,0,276
2022.07.21,276,276,normal_full_day_candidate,0,0,2022.07.21 01:00:00,2022.07.21 23:55:00,01:00,23:55,0,0,,,0,100,150,149.64,0,520219,0,0,276
2022.07.22,275,276,early_close_candidate,0,0,2022.07.22 01:00:00,2022.07.22 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,458378,0,0,275
2022.07.25,276,276,normal_full_day_candidate,0,0,2022.07.25 01:00:00,2022.07.25 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,421434,0,0,276
2022.07.26,276,276,normal_full_day_candidate,0,0,2022.07.26 01:00:00,2022.07.26 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,397763,0,0,276
2022.07.27,276,276,normal_full_day_candidate,0,0,2022.07.27 01:00:00,2022.07.27 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,426539,0,0,276
2022.07.28,276,276,normal_full_day_candidate,0,0,2022.07.28 01:00:00,2022.07.28 23:55:00,01:00,23:55,0,0,,,0,0,150,149.12,1,467504,0,0,276
2022.07.29,275,276,early_close_candidate,0,0,2022.07.29 01:00:00,2022.07.29 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,431150,0,0,275
2022.08.01,276,276,normal_full_day_candidate,0,0,2022.08.01 01:00:00,2022.08.01 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,443746,0,0,276
2022.08.02,276,276,normal_full_day_candidate,0,0,2022.08.02 01:00:00,2022.08.02 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,505646,0,0,276
2022.08.03,276,276,normal_full_day_candidate,0,0,2022.08.03 01:00:00,2022.08.03 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,445647,0,0,276
2022.08.04,276,276,normal_full_day_candidate,0,0,2022.08.04 01:00:00,2022.08.04 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,424222,0,0,276
2022.08.05,275,276,early_close_candidate,0,0,2022.08.05 01:00:00,2022.08.05 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,470723,0,0,275
2022.08.08,276,276,normal_full_day_candidate,0,0,2022.08.08 01:00:00,2022.08.08 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,440888,0,0,276
2022.08.09,276,276,normal_full_day_candidate,0,0,2022.08.09 01:00:00,2022.08.09 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,423669,0,0,276
2022.08.10,276,276,normal_full_day_candidate,0,0,2022.08.10 01:00:00,2022.08.10 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,441570,0,0,276
2022.08.11,276,276,normal_full_day_candidate,0,0,2022.08.11 01:00:00,2022.08.11 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,460556,0,0,276
2022.08.12,275,276,early_close_candidate,0,0,2022.08.12 01:00:00,2022.08.12 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,371781,0,0,275
2022.08.15,276,276,normal_full_day_candidate,0,0,2022.08.15 01:00:00,2022.08.15 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,346981,0,0,276
2022.08.16,276,276,normal_full_day_candidate,0,0,2022.08.16 01:00:00,2022.08.16 23:55:00,01:00,23:55,0,0,,,0,55,150,149.66,0,415712,0,0,276
2022.08.17,276,276,normal_full_day_candidate,0,0,2022.08.17 01:00:00,2022.08.17 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,455636,0,0,276
2022.08.18,276,276,normal_full_day_candidate,0,0,2022.08.18 01:00:00,2022.08.18 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,395045,0,0,276
2022.08.19,275,276,early_close_candidate,0,0,2022.08.19 01:00:00,2022.08.19 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,410559,0,0,275
2022.08.22,276,276,normal_full_day_candidate,0,0,2022.08.22 01:00:00,2022.08.22 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,413345,0,0,276
2022.08.23,276,276,normal_full_day_candidate,0,0,2022.08.23 01:00:00,2022.08.23 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,423678,0,0,276
2022.08.24,276,276,normal_full_day_candidate,0,0,2022.08.24 01:00:00,2022.08.24 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,381680,0,0,276
2022.08.25,276,276,normal_full_day_candidate,0,0,2022.08.25 01:00:00,2022.08.25 23:55:00,01:00,23:55,0,0,,,0,0,150,149.46,1,401302,0,0,276
2022.08.26,275,276,early_close_candidate,0,0,2022.08.26 01:00:00,2022.08.26 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,511158,0,0,275
2022.08.29,276,276,normal_full_day_candidate,0,0,2022.08.29 01:00:00,2022.08.29 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,515478,0,0,276
2022.08.30,276,276,normal_full_day_candidate,0,0,2022.08.30 01:00:00,2022.08.30 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,565268,0,0,276
2022.08.31,276,276,normal_full_day_candidate,0,0,2022.08.31 01:00:00,2022.08.31 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,525739,0,0,276
2022.09.01,276,276,normal_full_day_candidate,0,0,2022.09.01 01:00:00,2022.09.01 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,600975,0,0,276
2022.09.02,275,276,early_close_candidate,0,0,2022.09.02 01:00:00,2022.09.02 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,593851,0,0,275
2022.09.05,229,276,early_close_candidate,0,0,2022.09.05 01:00:00,2022.09.05 20:00:00,01:00,20:00,0,0,,,0,150,330,150.79,0,155030,0,0,229
2022.09.06,276,276,normal_full_day_candidate,0,0,2022.09.06 01:00:00,2022.09.06 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,573545,0,0,276
2022.09.07,276,276,normal_full_day_candidate,0,0,2022.09.07 01:00:00,2022.09.07 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,514390,0,0,276
2022.09.08,276,276,normal_full_day_candidate,0,0,2022.09.08 01:00:00,2022.09.08 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,557224,0,0,276
2022.09.09,275,276,early_close_candidate,0,0,2022.09.09 01:00:00,2022.09.09 23:50:00,01:00,23:50,0,0,,,0,95,150,149.80,0,348324,0,0,275
2022.09.12,276,276,normal_full_day_candidate,0,0,2022.09.12 01:00:00,2022.09.12 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,386588,0,0,276
2022.09.13,275,276,gap_or_missing_candidate,0,0,2022.09.13 01:00:00,2022.09.13 23:55:00,01:00,23:55,1,600,2022.09.13 17:05:00,2022.09.13 17:15:00,0,150,150,150.00,0,460429,0,0,275
2022.09.14,276,276,normal_full_day_candidate,0,0,2022.09.14 01:00:00,2022.09.14 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,212710,0,0,276
2022.09.15,276,276,normal_full_day_candidate,0,0,2022.09.15 01:00:00,2022.09.15 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,170279,0,0,276
2022.09.16,275,276,early_close_candidate,0,0,2022.09.16 01:00:00,2022.09.16 23:50:00,01:00,23:50,0,0,,,0,125,150,149.82,0,174835,0,0,275
2022.09.19,276,276,normal_full_day_candidate,0,0,2022.09.19 01:00:00,2022.09.19 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,159451,0,0,276
2022.09.20,276,276,normal_full_day_candidate,0,0,2022.09.20 01:00:00,2022.09.20 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,162220,0,0,276
2022.09.21,276,276,normal_full_day_candidate,0,0,2022.09.21 01:00:00,2022.09.21 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,176304,0,0,276
2022.09.22,276,276,normal_full_day_candidate,0,0,2022.09.22 01:00:00,2022.09.22 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,209500,0,0,276
2022.09.23,275,276,early_close_candidate,0,0,2022.09.23 01:00:00,2022.09.23 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,198601,0,0,275
2022.09.26,276,276,normal_full_day_candidate,0,0,2022.09.26 01:00:00,2022.09.26 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,234342,0,0,276
2022.09.27,276,276,normal_full_day_candidate,0,0,2022.09.27 01:00:00,2022.09.27 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,209982,0,0,276
2022.09.28,276,276,normal_full_day_candidate,0,0,2022.09.28 01:00:00,2022.09.28 23:55:00,01:00,23:55,0,0,,,0,100,150,149.82,0,243000,0,0,276
2022.09.29,276,276,normal_full_day_candidate,0,0,2022.09.29 01:00:00,2022.09.29 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,229572,0,0,276
2022.09.30,275,276,early_close_candidate,0,0,2022.09.30 01:00:00,2022.09.30 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,233559,0,0,275
2022.10.03,276,276,normal_full_day_candidate,0,0,2022.10.03 01:00:00,2022.10.03 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,214974,0,0,276
2022.10.04,276,276,normal_full_day_candidate,0,0,2022.10.04 01:00:00,2022.10.04 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,198578,0,0,276
2022.10.05,276,276,normal_full_day_candidate,0,0,2022.10.05 01:00:00,2022.10.05 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,197134,0,0,276
2022.10.06,276,276,normal_full_day_candidate,0,0,2022.10.06 01:00:00,2022.10.06 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,209896,0,0,276
2022.10.07,275,276,early_close_candidate,0,0,2022.10.07 01:00:00,2022.10.07 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,200483,0,0,275
2022.10.10,276,276,normal_full_day_candidate,0,0,2022.10.10 01:00:00,2022.10.10 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,197272,0,0,276
2022.10.11,276,276,normal_full_day_candidate,0,0,2022.10.11 01:00:00,2022.10.11 23:55:00,01:00,23:55,0,0,,,0,0,150,149.46,1,223478,0,0,276
2022.10.12,276,276,normal_full_day_candidate,0,0,2022.10.12 01:00:00,2022.10.12 23:55:00,01:00,23:55,0,0,,,0,0,150,149.28,1,220502,0,0,276
2022.10.13,276,276,normal_full_day_candidate,0,0,2022.10.13 01:00:00,2022.10.13 23:55:00,01:00,23:55,0,0,,,0,0,150,148.37,2,210429,4,0,275
2022.10.14,275,276,early_close_candidate,0,0,2022.10.14 01:00:00,2022.10.14 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,224373,0,0,275
2022.10.17,276,276,normal_full_day_candidate,0,0,2022.10.17 01:00:00,2022.10.17 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,189585,0,0,276
2022.10.18,276,276,normal_full_day_candidate,0,0,2022.10.18 01:00:00,2022.10.18 23:55:00,01:00,23:55,0,0,,,0,75,150,149.64,0,205068,0,0,276
2022.10.19,276,276,normal_full_day_candidate,0,0,2022.10.19 01:00:00,2022.10.19 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,200868,0,0,276
2022.10.20,276,276,normal_full_day_candidate,0,0,2022.10.20 01:00:00,2022.10.20 23:55:00,01:00,23:55,0,0,,,0,80,150,137.83,0,207924,0,0,276
2022.10.21,275,276,early_close_candidate,0,0,2022.10.21 01:00:00,2022.10.21 23:50:00,01:00,23:50,0,0,,,0,150,150,150.00,0,203014,0,0,275
2022.10.24,276,276,normal_full_day_candidate,0,0,2022.10.24 01:00:00,2022.10.24 23:55:00,01:00,23:55,0,0,,,0,150,150,150.00,0,234293,0,0,276
